>XM_023605096.1 Rhizopus microsporus ATCC 52813 serine protease (RHIMIDRAFT_10000), mRNA
>XM_023615702.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79132), mRNA
>XM_023615703.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79150), mRNA
>XM_023615704.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79151), mRNA
>XM_023615705.1 Rhizopus microsporus ATCC 52813 DNA polymerase gamma (RHIMIDRAFT_79167), mRNA
>XM_023615706.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79342), mRNA
>XM_023615707.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79373), mRNA
>XM_023615708.1 Rhizopus microsporus ATCC 52813 DUF500-domain-containing protein (RHIMIDRAFT_79471), mRNA
>XM_023615709.1 Rhizopus microsporus ATCC 52813 UPF0052-domain-containing protein (RHIMIDRAFT_79605), mRNA
>XM_023615710.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79675), mRNA
>XM_023615711.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79842), mRNA
>XM_023615712.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_79938), mRNA
>XM_023615713.1 Rhizopus microsporus ATCC 52813 ARM repeat-containing protein (RHIMIDRAFT_79989), mRNA
>XM_023615714.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80015), mRNA
>XM_023615715.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80045), mRNA
>XM_023615716.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80081), mRNA
>XM_023615717.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80117), mRNA
>XM_023615718.1 Rhizopus microsporus ATCC 52813 HMG-box (RHIMIDRAFT_80136), mRNA
>XM_023615719.1 Rhizopus microsporus ATCC 52813 asparagine synthetase (RHIMIDRAFT_80280), partial mRNA
>XM_023615720.1 Rhizopus microsporus ATCC 52813 Pkinase-domain-containing protein (RHIMIDRAFT_8035), mRNA
>XM_023615721.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80404), mRNA
>XM_023615722.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80556), mRNA
>XM_023615723.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80564), mRNA
>XM_023615724.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80756), mRNA
>XM_023615725.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80843), mRNA
>XM_023615726.1 Rhizopus microsporus ATCC 52813 Choline/ethanolaminephosphotransferase (RHIMIDRAFT_80881), mRNA
>XM_023615727.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_80910), mRNA
>XM_023615728.1 Rhizopus microsporus ATCC 52813 SWIB-domain-containing protein (RHIMIDRAFT_8101), mRNA
>XM_023615729.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_81152), mRNA
>XM_023615730.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_81247), mRNA
>XM_023615731.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_81277), mRNA
>XM_023615732.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_81407), mRNA
>XM_023615733.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_81439), mRNA
>XM_023615734.1 Rhizopus microsporus ATCC 52813 small nuclear ribonucleoprotein 35 (RHIMIDRAFT_81479), mRNA
>XM_023615735.1 Rhizopus microsporus ATCC 52813 Emopamil-binding protein (RHIMIDRAFT_81486), mRNA
>XM_023615736.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_81501), mRNA
>XM_023615737.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_8162), mRNA
>XM_023615738.1 Rhizopus microsporus ATCC 52813 Oxysterol-binding protein (RHIMIDRAFT_81666), mRNA
>XM_023615739.1 Rhizopus microsporus ATCC 52813 Xanthine/uracil permease (RHIMIDRAFT_81688), mRNA
>XM_023615740.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_81839), mRNA
>XM_023615741.1 Rhizopus microsporus ATCC 52813 DUF619-domain-containing protein (RHIMIDRAFT_81884), mRNA
>XM_023615742.1 Rhizopus microsporus ATCC 52813 cation efflux protein (RHIMIDRAFT_8196), mRNA
>XM_023615743.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_81984), mRNA
>XM_023615744.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82006), mRNA
>XM_023615745.1 Rhizopus microsporus ATCC 52813 acetyl-CoA synthetase-like protein (RHIMIDRAFT_8201), partial mRNA
>XM_023615746.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82074), mRNA
>XM_023615747.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82151), mRNA
>XM_023615748.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82402), mRNA
>XM_023615749.1 Rhizopus microsporus ATCC 52813 ribosomal protein L13 (RHIMIDRAFT_82405), partial mRNA
>XM_023615750.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82659), mRNA
>XM_023615751.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82695), mRNA
>XM_023615752.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82708), mRNA
>XM_023615753.1 Rhizopus microsporus ATCC 52813 heat shock protein 70 (RHIMIDRAFT_82752), mRNA
>XM_023615754.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82764), mRNA
>XM_023615755.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82817), mRNA
>XM_023615756.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_82857), mRNA
>XM_023615757.1 Rhizopus microsporus ATCC 52813 kinase-like protein (RHIMIDRAFT_82869), mRNA
>XM_023615758.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_8287), mRNA
>XM_023615759.1 Rhizopus microsporus ATCC 52813 ribosomal protein S8e (RHIMIDRAFT_8290), mRNA
>XM_023615760.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_83062), mRNA
>XM_023615761.1 Rhizopus microsporus ATCC 52813 ribosomal protein L13e (RHIMIDRAFT_8316), mRNA
>XM_023615762.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_83224), mRNA
>XM_023615763.1 Rhizopus microsporus ATCC 52813 PBD-domain-containing protein (RHIMIDRAFT_83238), mRNA
>XM_023615764.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_83318), mRNA
>XM_023615765.1 Rhizopus microsporus ATCC 52813 proteasome maturation factor UMP1 (RHIMIDRAFT_83567), mRNA
>XM_023615766.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_83662), mRNA
>XM_023615767.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_83677), mRNA
>XM_023615768.1 Rhizopus microsporus ATCC 52813 Oxysterol-binding protein (RHIMIDRAFT_83834), mRNA
>XM_023615769.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_8410), mRNA
>XM_023615770.1 Rhizopus microsporus ATCC 52813 alpha/beta-hydrolase (RHIMIDRAFT_8411), mRNA
>XM_023615771.1 Rhizopus microsporus ATCC 52813 beach-domain-containing protein (RHIMIDRAFT_84231), mRNA
>XM_023615772.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_8446), mRNA
>XM_023615773.1 Rhizopus microsporus ATCC 52813 CRAL/TRIO domain-containing protein (RHIMIDRAFT_84493), mRNA
>XM_023615774.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_84531), mRNA
>XM_023615775.1 Rhizopus microsporus ATCC 52813 ribosomal protein L2 (RHIMIDRAFT_84646), mRNA
>XM_023615776.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_84663), mRNA
>XM_023615777.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_84691), mRNA
>XM_023615778.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_84701), mRNA
>XM_023615779.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_84721), mRNA
>XM_023615780.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_84801), mRNA
>XM_023615781.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_84864), mRNA
>XM_023615782.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_84874), mRNA
>XM_023615783.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85070), mRNA
>XM_023615784.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85096), mRNA
>XM_023615785.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85097), mRNA
>XM_023615786.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85153), mRNA
>XM_023615787.1 Rhizopus microsporus ATCC 52813 ARM repeat-containing protein (RHIMIDRAFT_85170), mRNA
>XM_023615788.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85278), mRNA
>XM_023615789.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85293), mRNA
>XM_023615790.1 Rhizopus microsporus ATCC 52813 4'-phosphopantetheinyl transferase (RHIMIDRAFT_85294), mRNA
>XM_023615791.1 Rhizopus microsporus ATCC 52813 rhizopuspepsin 6 precursor (RHIMIDRAFT_85320), mRNA
>XM_023615792.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85599), mRNA
>XM_023615793.1 Rhizopus microsporus ATCC 52813 40S ribosomal protein S16 (RHIMIDRAFT_85712), mRNA
>XM_023615794.1 Rhizopus microsporus ATCC 52813 S-adenosyl-L-methionine-dependent methyltransferase (RHIMIDRAFT_85743), mRNA
>XM_023615795.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85872), mRNA
>XM_023615796.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85906), mRNA
>XM_023615797.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_85912), mRNA
>XM_023615798.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86082), mRNA
>XM_023615799.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86088), mRNA
>XM_023615800.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86148), mRNA
>XM_023615801.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86154), mRNA
>XM_023615802.1 Rhizopus microsporus ATCC 52813 ADP-ribosylation factor Arf1 (RHIMIDRAFT_86227), mRNA
>XM_023615803.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86333), mRNA
>XM_023615804.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86404), mRNA
>XM_023615805.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86428), mRNA
>XM_023615806.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86844), mRNA
>XM_023615807.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86849), mRNA
>XM_023615808.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86858), mRNA
>XM_023615809.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_86972), mRNA
>XM_023615810.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_87183), mRNA
>XM_023615811.1 Rhizopus microsporus ATCC 52813 AGC/AKT protein kinase (RHIMIDRAFT_87193), mRNA
>XM_023615812.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_8728), mRNA
>XM_023615813.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_87299), mRNA
>XM_023615814.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_87369), mRNA
>XM_023615815.1 Rhizopus microsporus ATCC 52813 putative NBP35-nucleotide-binding protein (RHIMIDRAFT_87399), mRNA
>XM_023615816.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_87630), mRNA
>XM_023615817.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_87702), mRNA
>XM_023615818.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_87838), mRNA
>XM_023615819.1 Rhizopus microsporus ATCC 52813 prolyl-tRNA synthetase (RHIMIDRAFT_87931), mRNA
>XM_023615820.1 Rhizopus microsporus ATCC 52813 cytochrome P450 (RHIMIDRAFT_88088), mRNA
>XM_023615821.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88308), mRNA
>XM_023615822.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88354), mRNA
>XM_023615823.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88411), mRNA
>XM_023615824.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88449), mRNA
>XM_023615825.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88486), mRNA
>XM_023615826.1 Rhizopus microsporus ATCC 52813 dienelactone hydrolase (RHIMIDRAFT_88499), mRNA
>XM_023615827.1 Rhizopus microsporus ATCC 52813 mitochondrial carrier (RHIMIDRAFT_88517), mRNA
>XM_023615828.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88600), mRNA
>XM_023615829.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88829), mRNA
>XM_023615830.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88843), mRNA
>XM_023615831.1 Rhizopus microsporus ATCC 52813 Pkinase-domain-containing protein (RHIMIDRAFT_88866), mRNA
>XM_023615832.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88871), mRNA
>XM_023615833.1 Rhizopus microsporus ATCC 52813 transcription elongation factor (RHIMIDRAFT_88891), mRNA
>XM_023615834.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_88899), mRNA
>XM_023615835.1 Rhizopus microsporus ATCC 52813 H(+)-transporting V1 sector ATPase subunit D (RHIMIDRAFT_89067), mRNA
>XM_023615836.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_89312), mRNA
>XM_023615837.1 Rhizopus microsporus ATCC 52813 HAD-like protein (RHIMIDRAFT_8936), mRNA
>XM_023615838.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_89377), mRNA
>XM_023615839.1 Rhizopus microsporus ATCC 52813 ankyrin (RHIMIDRAFT_89445), mRNA
>XM_023615840.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_89665), mRNA
>XM_023615841.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_89690), mRNA
>XM_023615842.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_89756), mRNA
>XM_023615843.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_89769), mRNA
>XM_023615844.1 Rhizopus microsporus ATCC 52813 aldehyde dehydrogenase 3 A2 (RHIMIDRAFT_89817), mRNA
>XM_023615845.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_89855), mRNA
>XM_023615846.1 Rhizopus microsporus ATCC 52813 Clavaminate synthase-like protein (RHIMIDRAFT_89901), mRNA
>XM_023615847.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90000), mRNA
>XM_023615848.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90070), mRNA
>XM_023615849.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90104), mRNA
>XM_023615850.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90133), mRNA
>XM_023615851.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90300), mRNA
>XM_023615852.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90389), mRNA
>XM_023615853.1 Rhizopus microsporus ATCC 52813 TIP120-domain-containing protein (RHIMIDRAFT_90429), mRNA
>XM_023615854.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_9060), mRNA
>XM_023615855.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90627), mRNA
>XM_023615856.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90640), mRNA
>XM_023615857.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90736), mRNA
>XM_023615858.1 Rhizopus microsporus ATCC 52813 lysine transporter (RHIMIDRAFT_9077), mRNA
>XM_023615859.1 Rhizopus microsporus ATCC 52813 aspartate aminotransferase (RHIMIDRAFT_90772), mRNA
>XM_023615860.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90811), mRNA
>XM_023615861.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90834), mRNA
>XM_023615862.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_90837), mRNA
>XM_023615863.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_91000), mRNA
>XM_023615864.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_9103), mRNA
>XM_023615865.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_91097), mRNA
>XM_023615866.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_9116), mRNA
>XM_023615867.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_91717), mRNA
>XM_023615868.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_91740), mRNA
>XM_023615869.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_91853), partial mRNA
>XM_023615870.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_91876), mRNA
>XM_023615871.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_91918), mRNA
>XM_023615872.1 Rhizopus microsporus ATCC 52813 SRF-like protein (RHIMIDRAFT_91940), mRNA
>XM_023615873.1 Rhizopus microsporus ATCC 52813 ribosomal protein L14b/L23e (RHIMIDRAFT_92080), mRNA
>XM_023615874.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_92112), mRNA
>XM_023615875.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_92203), mRNA
>XM_023615876.1 Rhizopus microsporus ATCC 52813 UDP-Glycosyltransferase/glycogen phosphorylase (RHIMIDRAFT_92283), mRNA
>XM_023615877.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_92338), mRNA
>XM_023615878.1 Rhizopus microsporus ATCC 52813 FYVE-domain-containing protein (RHIMIDRAFT_92405), mRNA
>XM_023615879.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_92462), mRNA
>XM_023615880.1 Rhizopus microsporus ATCC 52813 ARM repeat-containing protein (RHIMIDRAFT_92610), mRNA
>XM_023615881.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_92683), mRNA
>XM_023615882.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_92692), mRNA
>XM_023615883.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_92697), mRNA
>XM_023615884.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_9273), mRNA
>XM_023615885.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_92755), mRNA
>XM_023615886.1 Rhizopus microsporus ATCC 52813 ribosomal protein S3Ae (RHIMIDRAFT_92865), mRNA
>XM_023615887.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_92898), mRNA
>XM_023615888.1 Rhizopus microsporus ATCC 52813 OTU domain-containing protein 6B (RHIMIDRAFT_92988), mRNA
>XM_023615889.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_93001), mRNA
>XM_023615890.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_93085), mRNA
>XM_023615891.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_93128), mRNA
>XM_023615892.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_93595), mRNA
>XM_023615893.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_93617), mRNA
>XM_023615894.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_93750), mRNA
>XM_023615895.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_93840), mRNA
>XM_023615896.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_93878), mRNA
>XM_023615897.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_93882), mRNA
>XM_023615898.1 Rhizopus microsporus ATCC 52813 60S ribosomal protein L12 (RHIMIDRAFT_93957), mRNA
>XM_023615899.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_9420), mRNA
>XM_023615900.1 Rhizopus microsporus ATCC 52813 glycerol kinase (RHIMIDRAFT_9421), mRNA
>XM_023615901.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_94220), mRNA
>XM_023615902.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_9437), mRNA
>XM_023615903.1 Rhizopus microsporus ATCC 52813 glutamate 5-kinase (RHIMIDRAFT_94509), mRNA
>XM_023615904.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_94511), mRNA
>XM_023615905.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_94587), mRNA
>XM_023615906.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_94666), mRNA
>XM_023615907.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_94714), mRNA
>XM_023615908.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_94729), mRNA
>XM_023615909.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_94758), mRNA
>XM_023615910.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_94800), mRNA
>XM_023615911.1 Rhizopus microsporus ATCC 52813 putative 50s ribosomal protein L33 (RHIMIDRAFT_94854), mRNA
>XM_023615912.1 Rhizopus microsporus ATCC 52813 S-adenosyl-L-methionine-dependent methyltransferase (RHIMIDRAFT_94855), mRNA
>XM_023615913.1 Rhizopus microsporus ATCC 52813 valyl-tRNA synthetase (RHIMIDRAFT_94951), mRNA
>XM_023615914.1 Rhizopus microsporus ATCC 52813 WD40 repeat-like protein (RHIMIDRAFT_94954), mRNA
>XM_023615915.1 Rhizopus microsporus ATCC 52813 uncharacterized protein (RHIMIDRAFT_95102), mRNA
>XM_023615916.1 Rhizopus microsporus ATCC 52813 ricin B-like lectin (RHIMIDRAFT_95242), mRNA
